"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"7578","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2025-2026/93085","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","18-Aug-2025","PROMPT EQUIPMENTS PRIVATE LTD","Payment Success","107771"
"7579","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2025-2026/93094","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","18-Aug-2025","PROMPT EQUIPMENTS PRIVATE LTD","Payment Success","107771"
"7580","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2025-2026/93096","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","18-Aug-2025","PROMPT EQUIPMENTS PRIVATE LTD","Payment Success","107771"
"7581","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2025-2026/93100","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","18-Aug-2025","PROMPT EQUIPMENTS PRIVATE LTD","Payment Success","107771"
"7582","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2025-2026/93102","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","18-Aug-2025","PROMPT EQUIPMENTS PRIVATE LTD","Payment Success","107771"
"7583","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2025-2026/93105","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","18-Aug-2025","PROMPT EQUIPMENTS PRIVATE LTD","Payment Success","107771"
"7584","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2025-2026/93108","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","18-Aug-2025","PROMPT EQUIPMENTS PRIVATE LTD","Payment Success","107771"
"7585","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2025-2026/93110","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","18-Aug-2025","PROMPT EQUIPMENTS PRIVATE LTD","Payment Success","107771"
"7586","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2025-2026/93113","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","18-Aug-2025","PROMPT EQUIPMENTS PRIVATE LTD","Payment Success","107771"
"7587","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2025-2026/93117","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","18-Aug-2025","PROMPT EQUIPMENTS PRIVATE LTD","Payment Success","107771"
"7588","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2025-2026/93091","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","18-Aug-2025","PROMPT EQUIPMENTS PRIVATE LTD","Payment Success","107771"
"7589","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2025-2026/93120","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","18-Aug-2025","PROMPT EQUIPMENTS PRIVATE LTD","Payment Success","107771"
"7590","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94273","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7591","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94290","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7592","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94298","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7593","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94316","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7594","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94329","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7595","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94334","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7596","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94347","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7597","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94368","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7598","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94374","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7599","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94400","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7600","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94402","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7601","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94406","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7602","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94411","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7603","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94426","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7604","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94452","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7605","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94490","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7606","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94514","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7607","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94525","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7608","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94527","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7609","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94534","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7610","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94536","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7611","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94550","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7612","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94553","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7613","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94575","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7614","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94578","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7615","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94579","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7616","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94828","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7617","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94833","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7618","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94839","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7619","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94840","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7620","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94841","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7621","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94865","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7622","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94866","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7623","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94867","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7624","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94869","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7625","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94870","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7626","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94904","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7627","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94908","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7628","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94909","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7629","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94919","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7630","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94917","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7631","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94923","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7632","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94926","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7633","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94928","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7634","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94930","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7635","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94932","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7636","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94933","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7637","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94936","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","29-Jun-2025","SHRI NAVKAR METALS LIMITED","Payment Success","16200"
"7638","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94182","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","06-Jul-2025","SHRI NAVKAR METALS LIMITED","Payment Success","21600"
"7639","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94190","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","06-Jul-2025","SHRI NAVKAR METALS LIMITED","Payment Success","21600"
"7640","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94170","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","06-Jul-2025","SHRI NAVKAR METALS LIMITED","Payment Success","21600"
"7641","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94178","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","06-Jul-2025","SHRI NAVKAR METALS LIMITED","Payment Success","21600"
"7642","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94264","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","06-Jul-2025","SHRI NAVKAR METALS LIMITED","Payment Success","10800"
"7643","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/94330","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","06-Jul-2025","SHRI NAVKAR METALS LIMITED","Payment Success","10800"
"7644","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/93935","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","06-Jul-2025","SHRI NAVKAR METALS LIMITED","Payment Success","21600"
"7645","Karnataka","Setting up of farmers’ training and assistance centers","WS/MP838/2024-2025/93945","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","06-Jul-2025","SHRI NAVKAR METALS LIMITED","Payment Success","21600"
